Company,Orig,Review,Cocao,Location,Rating,Type,BroadOrig
Lillie Belle,"Bolivia, Wild Thing",2012,68%,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,Wild Thing,2012,68%,U.S.A.,3.5,Criollo,Bolivia
Madre,"Criollo, Hawaii",2012,70%,U.S.A.,3.25,Criollo,Hawaii
Maglio,Cuba,2008,70%,Italy,3.25,Criollo,Cuba
Manufaktura Czekolady,Porcelana,2014,70%,Poland,3.75,Criollo,Venezuela
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",2015,68%,U.S.A.,3.5,Criollo,Peru
Mast Brothers,Patanemo,2010,81%,U.S.A.,2.75,Criollo,Venezuela
Maverick,Tumbes,2014,82%,U.S.A.,3.25,Criollo,Peru
Maverick,"Morropon, Norandiono Coop, Piura",2014,63%,U.S.A.,3.5,Criollo,Peru
Middlebury,Alto Beni,2012,75%,U.S.A.,2,Criollo,Bolivia
Middlebury,"Balinese, Java",2012,70%,U.S.A.,2.5,Criollo,Indonesia
Naï¿_ve,Nicaragua,2014,70%,Lithuania,3.25,Criollo,Nicaragua
Neuhaus (Callebaut),Papua New Guinea,2010,70%,Belgium,2.5,Criollo,Papua New Guinea
Neuhaus (Callebaut),Ocumare,2006,71%,Belgium,3,Criollo,Venezuela
Nibble,Patanemo,2015,72%,U.S.A.,2.25,Criollo,Venezuela
Nibble,Tumbes,2015,72%,U.S.A.,3,Criollo,Peru
Nuance,"Canoabo, 2013",2015,70%,U.S.A.,3,Criollo,Venezuela
Obolo,Pangoa,2015,70%,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",2015,70%,Chile,3.75,Criollo,Peru
Ocelot,Piura,2015,75%,Scotland,4,Criollo,Peru
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",2011,70%,Germany,3.5,Criollo,Bolivia
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,75%,Switzerland,3,Criollo,Peru
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",2009,60%,U.S.A.,3,Criollo,Hawaii
Pierre Marcolini,Chuao,2010,75%,Belgium,3,Criollo,Venezuela
Pierre Marcolini,"Peru, Las Pampas P.",2010,85%,Belgium,3,Criollo,Peru
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72%,Belgium,3,Criollo,Mexico
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,72%,Belgium,4,Criollo,Mexico
Pierre Marcolini,"Kendem Lembu, Java",2006,72%,Belgium,3,Criollo,Indonesia
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,72%,Belgium,4,Criollo,Venezuela
Pomm (aka Dead Dog),Peru,2012,82%,U.S.A.,2.75,Criollo,Peru
Pralus,"Sambirano Valley, Le 100%",2008,100%,France,3,Criollo,Madagascar
Pralus,Tanzania,2006,75%,France,3.5,Criollo,Tanzania
Pralus,"Madagascar, Nosy Be Isle.",2006,75%,France,3.75,Criollo,Madagascar
Pralus,"Java, Indonesie",2006,75%,France,3.5,Criollo,Indonesia
Pump Street Bakery,"Akesson's, batch 4411",2015,74%,U.K.,3.5,Criollo,Madagascar
Quetzalli (Wolter),"Mexico, Lot 28022016",2016,70%,Mexico,2.75,Criollo,Mexico
Ranger,"Tumbes, Batch 2",2015,73%,U.S.A.,3.5,Criollo,Peru
Raoul Boulanger,Piura,2016,75%,France,3.25,Criollo,Peru
Raw Cocoa,Raw,2012,70%,Poland,2.5,Criollo,Â 
Rogue,Porcelana,2014,80%,U.S.A.,3.75,Criollo,Venezuela
Rogue,"Silvestre, Batch 1, 2011",2011,75%,U.S.A.,3,Criollo,Bolivia
Rozsavolgyi,Carenero Superior,2011,73%,Hungary,3.5,Criollo,Venezuela
Shark Mountain,Cuyagua,2015,77%,U.S.A.,2.75,Criollo,Venezuela
Shattell,Porcelana,2011,75%,Peru,3.5,Criollo,Peru
Silvio Bessone,Maya Belize,2011,67%,Italy,3,Criollo,Belize
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",2016,70%,Australia,3.75,Criollo,Venezuela
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",2016,70%,Australia,4,Criollo,Ecuador
Soma,CSB Chama,2015,70%,Canada,3.5,Criollo,Venezuela
Soma,Java,2013,70%,Canada,3.25,Criollo,Indonesia
Soma,"Apurimac, El Quinacho Co-op",2013,70%,Canada,2.75,Criollo,Peru
Soma,Patanemo,2013,70%,Canada,3.75,Criollo,Venezuela
Soma,"Maracaibo, El Vigia",2013,70%,Canada,4,Criollo,Venezuela
Soma,Chuao,2011,70%,Canada,3.5,Criollo,Venezuela
Soma,Madagascar,2009,70%,Canada,3.75,Criollo,Madagascar
Soma,Ocumare,2009,70%,Canada,3.75,Criollo,Venezuela
Sprungli (Felchlin),Alto Beni,2013,70%,Switzerland,3,Criollo,Bolivia
Szanto Tibor,Porcelana,2014,70%,Hungary,3.5,Criollo,Venezuela
Szanto Tibor,"Autumn, Primary Harvest, 2012",2013,70%,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,"Spring, Secondary Harvest, 2012",2013,70%,Hungary,3.5,Criollo,Madagascar
Tocoti,"Wild Bolivian, Jungle Love",2012,77%,U.S.A.,3,Criollo,Bolivia
Two Ravens,Peru,2016,60%,U.S.A.,3,Criollo,Peru
Valrhona,"Porcelana, Pedegral",2011,64%,France,4,Criollo,Venezuela
Violet Sky,Cuyagua,2015,77%,U.S.A.,3,Criollo,Venezuela
Wilkie's Organic,Amazonas,2013,75%,Ireland,2.5,Criollo,Peru
Wilkie's Organic,Amazonas,2013,89%,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Tumbes,2013,75%,Ireland,3.25,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,2013,75%,Ireland,2.75,Criollo,Peru
Wm,"Guasare, Zulia Prov., 2015, batch 124",2016,74%,U.S.A.,3,Criollo,Venezuela
Zotter,"Satipo Pangoa region, 16hr conche",2012,70%,Austria,3,Criollo (Amarru),Peru
Zotter,"Satipo Pangoa region, 20hr conche",2012,70%,Austria,3.5,Criollo (Amarru),Peru
Coppeneur,Ocumare 61,2010,72%,Germany,3.25,Criollo (Ocumare 61),Venezuela
Domori,"Ocumare 61, Puertomar",2007,75%,Italy,3.25,Criollo (Ocumare 61),Venezuela
Domori,"Ocumare 67, Puertofino",2007,70%,Italy,4,Criollo (Ocumare 67),Venezuela
Domori,Ocumare 77,2015,70%,Italy,3.75,Criollo (Ocumare 77),Venezuela
Chocolate Con Amor,Ocumare,2016,80%,U.S.A.,3,Criollo (Ocumare),Venezuela
Amedei,Porcelana,2007,70%,Italy,4,Criollo (Porcelana),Venezuela
Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",2010,74%,Switzerland,3.25,Criollo (Porcelana),Venezuela
Bonnat,"Porcelana, Venezuela",2008,75%,France,4,Criollo (Porcelana),Venezuela
Coppeneur,"Porcelana, Venezuela",2008,72%,Germany,3,Criollo (Porcelana),Venezuela
Domori,Porcelana,2007,70%,Italy,4,Criollo (Porcelana),Venezuela
Ethel's Artisan (Mars),Porcelana,2011,70%,U.S.A.,2.5,Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",2009,69%,France,3.5,Criollo (Porcelana),Venezuela
Pralus,"Porcelana, S. of Lake Maracaibo",2011,75%,France,3.25,Criollo (Porcelana),Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",2007,64%,France,3.25,Criollo (Porcelana),Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",2006,64%,France,3,Criollo (Porcelana),Venezuela
Felchlin,"Alto Beni, Cru Savage",2006,68%,Switzerland,4,Criollo (Wild),Bolivia
Guittard,"Sambirano, Ambanja",2006,65%,U.S.A.,3.5,"Criollo, +",Madagascar
Pierre Marcolini,"Baracoa, Cuba",2010,78%,Belgium,3.75,"Criollo, Forastero",Cuba
Pralus,"Djakarta, Java and Ghana",2006,75%,France,3.5,"Criollo, Forastero","Indonesia, Ghana"
Alexandre,"La Dalia, Matagalpa",2017,70%,Netherlands,3.5,"Criollo, Trinitario",Nicaragua
Arete,Chuno,2015,70%,U.S.A.,4,"Criollo, Trinitario",Nicaragua
Artisan du Chocolat,"Ocumare, Venezuela",2009,75%,U.K.,2.5,"Criollo, Trinitario",Venezuela
Artisan du Chocolat,Madagascar,2009,80%,U.K.,3,"Criollo, Trinitario",Madagascar
Bellflower,"Kakao Kamili, Kilombero Valley",2016,70%,U.S.A.,3.5,"Criollo, Trinitario",Tanzania
Castronovo,"Duarte, Batch 360",2015,70%,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic
Castronovo,Sierra Nevada,2014,72%,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Castronovo,Arauca,2014,76%,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Coppeneur,Chuao 100hr,2009,70%,Germany,3.5,"Criollo, Trinitario",Venezuela
Coppeneur,Chuao 70hr,2009,70%,Germany,3.75,"Criollo, Trinitario",Venezuela
Doble & Bignall,Johe,2014,72%,U.K.,3.5,"Criollo, Trinitario",Nicaragua
Dormouse,"Colombia, Batch 9",2015,80%,U.K.,2.75,"Criollo, Trinitario",Colombia
Dormouse,"Madagascar, Batch 8",2015,77%,U.K.,2.75,"Criollo, Trinitario",Madagascar
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",2012,70%,Denmark,3.25,"Criollo, Trinitario",Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",2011,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Hummingbird,Bolivia,2014,70%,Canada,3,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",2014,70%,Canada,3,"Criollo, Trinitario",Bolivia
Map Chocolate,"ROIG, 2014",2015,70%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Minimal,"Acul-du-Nord, 2015",2016,70%,Japan,3.5,"Criollo, Trinitario",Haiti
Pitch Dark,Chuno,2015,80%,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pralus,Fortissima,2006,80%,France,4,"Criollo, Trinitario",Ecuador
Shark Mountain,ROIG,2015,74%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Shark Mountain,"Belize, 2013",2014,72%,U.S.A.,3.25,"Criollo, Trinitario",Belize
Silvio Bessone,"Porcelana, Colombia, Amazonas",2011,68%,Italy,3,"Criollo, Trinitario",Colombia
Summerbird,Peru,2016,61%,Denmark,2.5,"Criollo, Trinitario",Peru
Summerbird,Peru,2016,71%,Denmark,3,"Criollo, Trinitario",Peru
Svenska Kakaobolaget,Sri Lanka,2015,70%,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
Valrhona,Manjari,2007,64%,France,4,"Criollo, Trinitario",Madagascar
Valrhona,Guanaja,2006,70%,France,4,"Criollo, Trinitario",South America
Violet Sky,Moho River Valley,2015,77%,U.S.A.,3,"Criollo, Trinitario",Belize
Violet Sky,Peru,2015,77%,U.S.A.,3.25,"Criollo, Trinitario",Peru
Zart Pralinen,"Millot P., Ambanja",2016,70%,Austria,3.5,"Criollo, Trinitario",Madagascar
Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,85%,Austria,3,"Criollo, Trinitario",Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,70%,Austria,3.5,"Criollo, Trinitario",Tanzania
Zotter,Huiwani Coop,2012,75%,Austria,3,"Criollo, Trinitario",Papua New Guinea
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",2014,67%,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",2016,70%,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",2016,77%,U.S.A.,3.5,EET,Ecuador
Akesson's (Pralus),"Monte Alegre, D. Badero",2010,75%,Switzerland,2.75,Forastero,Brazil
Alexandre,"Makwale Village, Kyela",2017,70%,Netherlands,3.5,Forastero,Tanzania
Amatller (Simon Coll),Ghana,2009,70%,Spain,3,Forastero,Ghana
Amatller (Simon Coll),Ghana,2009,85%,Spain,3,Forastero,Ghana
Artisan du Chocolat,Congo,2008,72%,U.K.,3.75,Forastero,Congo
Bittersweet Origins,Ghana,2012,72%,U.S.A.,3.5,Forastero,Ghana
Bittersweet Origins,Ankasa,2008,70%,U.S.A.,3,Forastero,Ghana
Blanxart,"Congo, Grand Cru",2013,82%,Spain,3.5,Forastero,Congo
Brasstown aka It's Chocolate,Ghana,2013,75%,U.S.A.,3.5,Forastero,Ghana
C-Amaro,Sao Tome,2011,78%,Italy,2.25,Forastero,Sao Tome
Caribeans,Costa Rica,2012,72%,Costa Rica,3,Forastero,Costa Rica
Caribeans,Costa Rica,2012,80%,Costa Rica,2.75,Forastero,Costa Rica
Chaleur B,Uganda,2014,70%,Canada,2.75,Forastero,Uganda
Chocolate Makers,"Congo, Gorilla bar",2015,68%,Amsterdam,3.5,Forastero,Congo
Claudio Corallo,Terreiro Velho P.,2010,73.50%,Sao Tome,3.75,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,2008,80%,Sao Tome,3,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P.,2008,75%,Sao Tome,4,Forastero,Sao Tome & Principe
Claudio Corallo,Principe,2008,100%,Sao Tome,1,Forastero,Sao Tome & Principe
Coppeneur,Ghana Puristique,2012,85%,Germany,3.5,Forastero,Ghana
Coppeneur,Uba Budo,2012,72%,Germany,3.75,Forastero,Sao Tome & Principe
Cravve,New Ireland,2014,70%,Australia,2.5,Forastero,Papua New Guinea
Cravve,"Tanzania, batch a1",2012,75%,Australia,3.25,Forastero,Tanzania
Cravve,Djual Island,2012,75%,Australia,3.5,Forastero,Papua New Guinea
Davis,Ghana,2013,70%,U.S.A.,2.5,Forastero,Ghana
Davis,West Africa,2012,58%,U.S.A.,3.25,Forastero,West Africa
De Villiers,Bundibugyo District,2016,70%,South Africa,2.5,Forastero,Uganda
Dean and Deluca (Belcolade),Ghana,2007,60%,U.S.A.,3,Forastero,Ghana
Dolfin (Belcolade),Africa,2008,88%,Belgium,3,Forastero,West Africa
Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,80%,Spain,3.25,Forastero,Sao Tome & Principe
Frederic Blondeel,Ghana,2014,60%,Belgium,3.5,Forastero,Ghana
Fresco,"Ghana, #211, MR, MC",2011,74%,U.S.A.,2.75,Forastero,Ghana
Georgia Ramon,ABOCFA Coop,2015,70%,Germany,4,Forastero,Ghana
Guido Castagna,Ghana,2009,64%,Italy,3,Forastero,Ghana
hello cocoa,Uganda,2015,57%,U.S.A.,2.75,Forastero,Uganda
Hotel Chocolat (Coppeneur),Uganda,2008,80%,U.K.,2.5,Forastero,Uganda
Hotel Chocolat (Coppeneur),Uba Budo,2008,72%,U.K.,3,Forastero,Sao Tome
Hummingbird,Amazonas,2013,70%,Canada,3.75,Forastero,Venezuela
K'ul,"Bahia, Fazenda Camboa",2016,70%,U.S.A.,3.75,Forastero,Brazil
Kyya,Uganda,2014,72.50%,U.S.A.,2.5,Forastero,Uganda
La Maison du Chocolat (Valrhona),Akosombo,2009,68%,France,3.25,Forastero,Ghana
Laia aka Chat-Noir,"Sao Tome, Batch 151",2015,75%,France,3.5,Forastero,Sao Tome
Manufaktura Czekolady,Grand Cru Ghana,2012,70%,Poland,3.5,Forastero,Ghana
Mars,"Ghana, prototype",2010,65%,U.S.A.,3.5,Forastero,Ghana
Michel Cluizel,Vila Gracinda,2007,67%,France,3.5,Forastero,Sao Tome
Michel Cluizel,Tamarina,2006,70%,France,3,Forastero,Sao Tome
Nathan Miller,Ghana,2014,70%,U.S.A.,3.5,Forastero,Ghana
Neuhaus (Callebaut),West Africa,2006,73%,Belgium,2,Forastero,West Africa
Neuhaus (Callebaut),Sao Tome,2006,75%,Belgium,2.75,Forastero,Sao Tome
Noble Bean aka Jerjobo,Ghana,2014,75%,U.S.A.,3,Forastero,Ghana
Nuance,"Ghana, 2013",2015,70%,U.S.A.,3.75,Forastero,Ghana
Ocelot,Virunga,2015,70%,Scotland,3.75,Forastero,Congo
Olive and Sinclair,Ghana prototype,2010,72%,U.S.A.,3,Forastero,Ghana
Omanhene,Ghana,2011,80%,Ghana,2.75,Forastero,Ghana
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",2009,70%,Switzerland,3,Forastero,Congo
Pierre Marcolini,"Haut Penja, w/ nibs",2015,70%,Belgium,3.25,Forastero,Cameroon
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72%,Belgium,3,Forastero,Brazil
Pralus,Claudio Corallo w/ nibs,2007,75%,France,4,Forastero,Sao Tome
Pralus,"Monte Alegre (Itacare), Brazil",2006,75%,France,3,Forastero,Brazil
Pralus,Sao Tome & Principe,2006,75%,France,3.5,Forastero,Sao Tome & Principe
Pralus,Ghana,2006,75%,France,3.25,Forastero,Ghana
Raaka,Virunga,2015,75%,U.S.A.,2.75,Forastero,Congo
Rozsavolgyi,Principe,2011,77%,Hungary,2.75,Forastero,Principe
Salgado,Bahia Superior,2008,70%,Argentina,3.5,Forastero,Brazil
Santome,Sao Tome,2011,70%,France,2.75,Forastero,Sao Tome
Scharffen Berger,Asante,2009,65%,U.S.A.,4,Forastero,Ghana
Shark Mountain,Papua New Guinea,2015,73%,U.S.A.,3.5,Forastero,Papua New Guinea
Silvio Bessone,"Trintade, Sao Tome",2011,65%,Italy,3.25,Forastero,Sao Tome
Sjolinds,Ghana,2015,70%,U.S.A.,2.75,Forastero,Ghana
Snake & Butterfly,Ghana,2011,67%,U.S.A.,1.5,Forastero,Ghana
Soma,Orinoco,2013,70%,Canada,3.25,Forastero,Venezuela
Soma,"Elvesia P., Black Science",2011,70%,Canada,3.75,Forastero,Dominican Republic
Soma,Hispaniola,2009,70%,Canada,3,Forastero,Dominican Republic
Soma,Africa,2009,70%,Canada,3.5,Forastero,Ghana
TCHO,West Africa,2016,62%,U.S.A.,2,Forastero,West Africa
TCHO,Chocolatey-beta,2008,70%,U.S.A.,2.5,Forastero,Ghana
Terroir,Uganda,2014,73%,U.S.A.,3.75,Forastero,Uganda
Theo,Congo w/ nibs,2012,65%,U.S.A.,3.25,Forastero,Congo
Theo,"Ghana, Kumasi",2007,84%,U.S.A.,3,Forastero,Ghana
Valrhona,Nyangbo,2009,68%,France,3.5,Forastero,Ghana
Valrhona,Abinao,2007,85%,France,2.5,Forastero,West Africa
Valrhona,Le Noir Amer,2007,71%,France,2.75,Forastero,West Africa
Vanleer (Barry Callebaut),Manhattan,2012,72%,U.S.A.,2.5,Forastero,Ghana
Vanleer (Barry Callebaut),Napa,2012,65%,U.S.A.,2.75,Forastero,Ghana
Whittakers,Ghana,2011,72%,New Zealand,2.5,Forastero,Ghana
Zotter,"Kongo, Highlands",2012,68%,Austria,3.25,Forastero,Congo
Zotter,Congo,2011,65%,Austria,3,Forastero,Congo
Zotter,Kerala State,2011,65%,Austria,3.5,Forastero,India
Soma,"Espiritu Santo, 'Smoke Monster'",2014,70%,Canada,3.75,Forastero (Amelonado),Vanuatu
Aequare (Gianduja),"Los Rios, Quevedo, Arriba",2009,55%,Ecuador,2.75,Forastero (Arriba),Ecuador
Aequare (Gianduja),"Los Rios, Quevedo, Arriba",2009,70%,Ecuador,3,Forastero (Arriba),Ecuador
Askinosie,San Jose del Tambo,2007,70%,U.S.A.,3,Forastero (Arriba),Ecuador
Bonnat,Equateur,2007,75%,France,2.5,Forastero (Arriba),Ecuador
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",2009,77%,Ecuador,3.25,Forastero (Arriba),Ecuador
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",2009,100%,Ecuador,1.5,Forastero (Arriba),Ecuador
Cacaoyere (Ecuatoriana),Amazonia,2008,63%,Ecuador,3.5,Forastero (Arriba),Ecuador
Cacaoyere (Ecuatoriana),Esmeraldas,2008,71%,Ecuador,3.5,Forastero (Arriba),Ecuador
Cacaoyere (Ecuatoriana),Bolivar,2008,82%,Ecuador,2.5,Forastero (Arriba),Ecuador
Cacaoyere (Ecuatoriana),Pichincha,2008,91%,Ecuador,1.5,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Esmeraldas,2008,77%,Ecuador,2,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Manabi,2008,77%,Ecuador,2.5,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Los Rios,2008,77%,Ecuador,2.75,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Manabi,2008,55%,Ecuador,3,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Los Rios,2008,55%,Ecuador,3.25,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Esmeraldas,2008,55%,Ecuador,3.5,Forastero (Arriba),Ecuador
Chchukululu (Tulicorp),Arriba,2010,55%,Ecuador,2.75,Forastero (Arriba),Ecuador
Chchukululu (Tulicorp),Los Rios,2008,75%,Ecuador,3,Forastero (Arriba),Ecuador
"Chocolate Tree, The",Ecuador,2012,82%,Scotland,2.5,Forastero (Arriba),Ecuador
Chocovic,"Bolivar, Guaranda",2007,71%,Spain,2.5,Forastero (Arriba),Ecuador
Domori,Ecuador,2007,70%,Italy,4,Forastero (Arriba),Ecuador
Felchlin,Arriba,2006,72%,Switzerland,3.5,Forastero (Arriba),Ecuador
Guittard,"Los Rios, Quevedo",2006,65%,U.S.A.,3.5,Forastero (Arriba),Ecuador
Hachez,Arriba,2007,77%,Germany,2.5,Forastero (Arriba),Ecuador
Pacari,Esmeraldas,2008,60%,Ecuador,2.5,Forastero (Arriba),Ecuador
Pacari,Manabi,2008,65%,Ecuador,2.75,Forastero (Arriba),Ecuador
Pacari,Los Rios,2008,72%,Ecuador,3,Forastero (Arriba),Ecuador
Pacari,Raw,2008,100%,Ecuador,2,Forastero (Arriba),Ecuador
Pacari,Raw,2008,70%,Ecuador,3.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",2009,75%,Ecuador,2.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Manabi,2007,75%,Ecuador,3,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),El Oro,2007,67%,Ecuador,3.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Los Rios,2007,75%,Ecuador,3.75,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,100%,U.S.A.,2,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,90%,U.S.A.,2,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,75%,U.S.A.,3,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",2007,65%,U.S.A.,3,Forastero (Arriba),Ecuador
Guido Castagna,Arriba,2009,64%,Italy,3,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,2009,80%,Ecuador,2,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,2009,80%,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,2009,72%,Ecuador,3,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,2009,58%,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,2009,58%,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
Salgado,Rio Arriba,2008,70%,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
AMMA,Catongo,2013,75%,Brazil,3.25,Forastero (Catongo),Brazil
Lajedo do Ouro,Catongo,2012,70%,Brazil,3.5,Forastero (Catongo),Brazil
Alexandre,"Winak Coop, Napo",2017,70%,Netherlands,3.5,Forastero (Nacional),Ecuador
Arete,Phantom,2016,70%,U.S.A.,4,Forastero (Nacional),Peru
Arete,Nacional,2015,68%,U.S.A.,3.5,Forastero (Nacional),Peru
Arete,"Puerto Quito, heirloom",2015,70%,U.S.A.,3.75,Forastero (Nacional),Ecuador
Bar Au Chocolat,Maranon Canyon,2014,70%,U.S.A.,4,Forastero (Nacional),Peru
Bonnat,Piura Blanco,2011,75%,France,3.5,Forastero (Nacional),Peru
"Chocolate Tree, The",Maranon,2015,69%,Scotland,3.75,Forastero (Nacional),Peru
"Chocolate Tree, The",Peru,2013,70%,Scotland,3.75,Forastero (Nacional),Peru
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",2011,68%,Canada,3.75,Forastero (Nacional),Peru
Compania de Chocolate (Salgado),Esmeraldas,2008,88%,Argentina,2.75,Forastero (Nacional),Ecuador
Coppeneur,"Ecuador, Puristique",2013,65%,Germany,3.25,Forastero (Nacional),Ecuador
Creo,"""heirloom"", Arriba Nacional",2016,85%,U.S.A.,3.25,Forastero (Nacional),Ecuador
Creo,"""heirloom"", Arriba Nacional",2016,73%,U.S.A.,3.75,Forastero (Nacional),Ecuador
Durci,"Maranon, Joya Rara",2015,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,72%,U.S.A.,2.75,Forastero (Nacional),Peru
French Broad,"Maranon Canyon, Fortunato No. 4",2011,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon, #228, MR, SC",2014,70%,U.S.A.,3,Forastero (Nacional),Peru
Fresco,"Maranon, #227, LR, MC",2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon, #229, MR, LC",2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon, #230, DR, LC",2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Fruition,Maranon,2014,76%,U.S.A.,3,Forastero (Nacional),Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",2013,90%,U.K.,3,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",2013,82%,U.K.,3.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2013,100%,U.K.,2.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",2011,80%,U.K.,3,Forastero (Nacional),Ecuador
K'ul,"Maranon, Fortunato No. 4",2016,70%,U.S.A.,2.75,Forastero (Nacional),Peru
Letterpress,Maranura,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Maglio,Ecuador,2008,70%,Italy,3,Forastero (Nacional),Ecuador
Map Chocolate,"Maranon, 2014",2015,62%,U.S.A.,3.5,Forastero (Nacional),Peru
Millcreek Cacao Roasters,Ecuador,2013,70%,U.S.A.,2.5,Forastero (Nacional),Ecuador
Naive,"Maranon Canyon, Fortunato No. 4",2013,78%,Lithuania,3.75,Forastero (Nacional),Peru
Noble Bean aka Jerjobo,Maranon Canyon,2014,75%,U.S.A.,3.25,Forastero (Nacional),Peru
