Gender,Age,Height,Weight,Number_of_siblings,Dominant_hand,Education,Only_child,Fear_score,Religiosity_score,Smoking,Alcohol,I_live_a_healthy_lifestyle,I_like_music,Music_diversity_score,Punctuality,Lying,Happiness_score
male,19,178,68,1,right handed,secondary school,no,58,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am always on time,never,10
male,19,170,80,1,left handed,secondary school,no,58,40,never smoked,never,Neither Agree nor Disagree,Agree,53,i am often early,only to avoid hurting someone,11
male,19,184,84,1,right handed,secondary school,no,50,70,never smoked,drink a lot,Disagree,Strongly Agree,59,i am often running late,sometimes,12
female,18,171,54,0,right handed,secondary school,yes,54,63,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am often running late,sometimes,10
female,19,164,55,1,right handed,secondary school,no,70,80,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,50,i am often running late,sometimes,10
male,22,182,71,1,right handed,secondary school,no,32,53,former smoker,drink a lot,Strongly Disagree,Agree,54,i am often running late,everytime it suits me,14
female,21,168,60,1,right handed,secondary school,no,64,60,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,58,i am often early,sometimes,12
female,21,170,53,1,right handed,secondary school,no,80,73,current smoker,social drinker,Agree,Strongly Agree,49,i am always on time,only to avoid hurting someone,11
male,21,185,65,1,left handed,college/bachelor degree,no,48,67,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,50,i am often early,only to avoid hurting someone,14
male,22,185,82,1,right handed,secondary school,no,38,73,never smoked,never,Disagree,Agree,40,i am always on time,only to avoid hurting someone,6
female,19,168,55,1,right handed,secondary school,no,46,63,current smoker,drink a lot,Neither Agree nor Disagree,Neutral,48,i am always on time,sometimes,11
male,25,195,95,1,right handed,secondary school,no,62,63,current smoker,drink a lot,Agree,Neutral,58,i am always on time,only to avoid hurting someone,9
male,18,188,73,2,right handed,currently a primary school pupil,no,26,67,never smoked,,Strongly Agree,Agree,51,i am always on time,sometimes,14
male,20,183,83,1,right handed,secondary school,no,58,50,current smoker,social drinker,Disagree,Strongly Agree,55,i am often running late,sometimes,8
female,18,168,57,0,right handed,secondary school,yes,62,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,35,i am often early,everytime it suits me,11
male,23,172,110,2,right handed,secondary school,no,52,40,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,57,i am always on time,only to avoid hurting someone,13
female,18,162,58,1,right handed,secondary school,no,74,47,former smoker,drink a lot,Agree,Strongly Agree,49,i am always on time,sometimes,11
female,22,164,64,1,right handed,secondary school,no,56,37,current smoker,social drinker,Agree,Strongly Agree,46,i am often early,sometimes,13
male,20,175,70,0,right handed,secondary school,yes,28,53,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,58,i am often running late,sometimes,10
male,19,178,71,1,right handed,secondary school,yes,20,30,tried smoking,drink a lot,Strongly Disagree,Neutral,54,i am often running late,everytime it suits me,13
female,19,160,55,1,right handed,secondary school,no,40,87,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,49,i am often running late,everytime it suits me,12
female,23,173,65,0,right handed,college/bachelor degree,yes,28,63,current smoker,social drinker,Strongly Disagree,Strongly Agree,68,i am often early,everytime it suits me,11
male,27,175,83,4,right handed,secondary school,no,48,40,tried smoking,social drinker,Strongly Disagree,Strongly Agree,50,i am often running late,sometimes,12
male,20,183,75,2,right handed,secondary school,no,38,33,former smoker,drink a lot,Disagree,Strongly Agree,43,i am often running late,only to avoid hurting someone,12
,20,183,65,3,left handed,secondary school,no,62,50,tried smoking,social drinker,Agree,Agree,39,i am often early,sometimes,10
female,18,161,74,1,right handed,primary school,no,50,60,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,70,i am often running late,only to avoid hurting someone,11
male,21,175,70,3,right handed,secondary school,no,48,67,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,40,i am often running late,sometimes,11
female,21,173,62,1,right handed,secondary school,no,48,43,tried smoking,social drinker,Agree,Strongly Agree,41,i am always on time,everytime it suits me,11
female,19,163,50,1,right handed,secondary school,yes,62,67,tried smoking,social drinker,Strongly Agree,Strongly Agree,53,i am often early,sometimes,11
female,22,162,60,0,right handed,secondary school,no,64,67,current smoker,never,Neither Agree nor Disagree,Strongly Agree,47,i am often early,sometimes,9
female,20,170,60,1,right handed,college/bachelor degree,no,80,37,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,45,i am always on time,sometimes,7
male,19,172,68,0,right handed,secondary school,yes,30,43,tried smoking,social drinker,Neither Agree nor Disagree,Agree,54,i am always on time,sometimes,8
female,20,163,48,0,right handed,college/bachelor degree,yes,44,63,,,#N/A,Strongly Agree,51,i am often running late,sometimes,9
female,19,173,60,1,right handed,secondary school,no,76,93,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,62,i am always on time,never,13
female,18,154,67,1,right handed,secondary school,no,48,77,never smoked,never,Neither Agree nor Disagree,Strongly Agree,57,i am often early,sometimes,13
male,17,178,80,1,right handed,primary school,no,40,50,never smoked,never,Disagree,Strongly Agree,52,i am often early,only to avoid hurting someone,12
male,21,180,67,2,right handed,secondary school,no,34,57,never smoked,social drinker,Strongly Disagree,Strongly Agree,42,i am often early,everytime it suits me,12
female,19,170,63,1,right handed,secondary school,no,42,70,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,57,i am always on time,sometimes,11
female,25,173,63,1,right handed,masters degree,no,60,43,tried smoking,drink a lot,Neither Agree nor Disagree,Agree,51,i am often running late,only to avoid hurting someone,11
male,24,171,93,2,right handed,doctorate degree,no,42,70,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,69,i am always on time,everytime it suits me,13
male,29,172,66,1,right handed,masters degree,no,40,60,never smoked,social drinker,Agree,Strongly Agree,47,i am always on time,sometimes,12
female,21,156,48,1,right handed,secondary school,no,58,57,current smoker,social drinker,Agree,Strongly Agree,61,i am always on time,sometimes,11
male,18,178,70,1,right handed,primary school,no,54,37,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,45,i am often early,sometimes,8
female,21,173,53,3,right handed,college/bachelor degree,no,66,70,current smoker,social drinker,Agree,Strongly Agree,52,i am often early,sometimes,14
male,17,175,76,2,right handed,secondary school,no,54,43,tried smoking,social drinker,Disagree,Strongly Agree,56,i am often running late,only to avoid hurting someone,9
male,22,180,89,0,right handed,secondary school,yes,50,47,tried smoking,social drinker,Neither Agree nor Disagree,Agree,53,i am often early,everytime it suits me,6
female,18,169,53,2,right handed,secondary school,no,38,57,former smoker,social drinker,Agree,Strongly Agree,48,i am always on time,sometimes,7
female,18,165,55,3,right handed,primary school,no,40,83,tried smoking,social drinker,Neither Agree nor Disagree,Agree,49,i am often running late,only to avoid hurting someone,12
male,23,179,77,1,right handed,secondary school,yes,40,53,tried smoking,never,Neither Agree nor Disagree,Strongly Agree,53,i am always on time,sometimes,11
male,22,189,,1,left handed,secondary school,no,28,33,tried smoking,social drinker,Neither Agree nor Disagree,Agree,44,i am always on time,sometimes,11
female,21,167,67,0,right handed,secondary school,yes,76,57,tried smoking,social drinker,Agree,Strongly Agree,55,i am often early,everytime it suits me,9
female,23,158,64,3,right handed,masters degree,no,76,60,never smoked,never,Neither Agree nor Disagree,Strongly Agree,53,i am often early,sometimes,12
female,17,174,56,1,right handed,currently a primary school pupil,no,40,67,tried smoking,social drinker,Agree,Strongly Agree,54,i am often running late,sometimes,10
male,20,188,79,1,left handed,secondary school,no,48,50,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,36,i am always on time,only to avoid hurting someone,12
male,22,171,81,1,right handed,secondary school,no,34,57,tried smoking,social drinker,Agree,Strongly Agree,54,i am always on time,everytime it suits me,11
male,21,193,75,0,right handed,secondary school,yes,60,40,tried smoking,social drinker,Disagree,Agree,34,i am often early,sometimes,10
female,22,165,52,0,left handed,college/bachelor degree,yes,44,73,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am often early,only to avoid hurting someone,11
male,24,178,80,2,right handed,secondary school,no,62,63,tried smoking,drink a lot,Disagree,Agree,48,i am always on time,sometimes,11
female,19,174,70,1,right handed,secondary school,no,72,60,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,51,i am always on time,only to avoid hurting someone,8
female,18,159,52,1,left handed,secondary school,no,74,80,never smoked,never,Neither Agree nor Disagree,Strongly Agree,48,i am always on time,sometimes,11
female,24,,61,1,right handed,college/bachelor degree,yes,72,67,never smoked,never,Neither Agree nor Disagree,Strongly Agree,39,i am often running late,only to avoid hurting someone,11
male,22,176,74,3,right handed,secondary school,no,22,67,former smoker,social drinker,Agree,Strongly Agree,46,i am always on time,only to avoid hurting someone,12
male,20,,65,1,right handed,secondary school,no,50,50,former smoker,social drinker,Agree,Strongly Agree,48,i am often early,sometimes,11
female,20,166,55,1,right handed,college/bachelor degree,no,84,70,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,51,i am often running late,only to avoid hurting someone,8
female,19,165,70,1,right handed,secondary school,yes,50,33,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,30,i am always on time,only to avoid hurting someone,10
female,21,162,52,1,right handed,secondary school,no,64,80,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,42,i am often running late,sometimes,10
male,25,191,77,1,right handed,masters degree,no,40,60,never smoked,never,Agree,Strongly Agree,54,i am always on time,never,9
female,28,168,55,1,right handed,masters degree,no,70,73,never smoked,never,Neither Agree nor Disagree,Strongly Agree,47,i am often early,sometimes,11
female,20,173,50,1,left handed,secondary school,no,42,40,current smoker,social drinker,Agree,Strongly Agree,62,i am often early,sometimes,11
female,20,164,60,2,right handed,secondary school,no,30,67,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,39,i am often running late,sometimes,7
male,23,172,77,1,right handed,secondary school,no,34,83,former smoker,social drinker,Agree,Strongly Agree,43,i am often early,sometimes,11
male,27,186,82,1,left handed,doctorate degree,yes,44,53,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,53,i am often early,sometimes,11
male,21,180,77,1,right handed,college/bachelor degree,yes,48,53,tried smoking,social drinker,Disagree,Agree,59,i am always on time,sometimes,12
female,23,170,60,1,right handed,secondary school,no,22,37,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am often running late,sometimes,10
female,22,165,57,2,right handed,college/bachelor degree,no,72,70,tried smoking,social drinker,Strongly Agree,Strongly Agree,56,i am always on time,sometimes,11
female,28,166,60,1,right handed,masters degree,no,68,47,former smoker,social drinker,Neither Agree nor Disagree,Neutral,50,i am always on time,everytime it suits me,8
female,22,170,52,2,right handed,secondary school,no,48,60,tried smoking,social drinker,Agree,Agree,52,i am often running late,sometimes,7
male,18,173,67,1,right handed,college/bachelor degree,no,40,20,tried smoking,social drinker,Disagree,Strongly Agree,44,i am often early,sometimes,12
female,25,165,75,1,right handed,secondary school,no,70,53,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,50,i am always on time,sometimes,10
female,20,157,55,2,right handed,college/bachelor degree,no,52,43,current smoker,drink a lot,Agree,Strongly Agree,36,i am often early,everytime it suits me,9
female,28,164,77,1,right handed,secondary school,no,34,70,current smoker,social drinker,Disagree,Agree,45,i am often running late,sometimes,9
female,23,162,65,1,right handed,college/bachelor degree,no,40,43,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,60,i am often early,only to avoid hurting someone,9
female,21,185,70,0,left handed,secondary school,yes,52,60,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,53,i am always on time,everytime it suits me,11
female,25,160,55,1,right handed,college/bachelor degree,no,42,53,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,66,i am always on time,sometimes,9
female,28,180,70,1,right handed,masters degree,no,58,53,former smoker,drink a lot,Agree,Strongly Agree,71,i am always on time,sometimes,11
male,19,172,75,4,right handed,secondary school,no,52,67,tried smoking,drink a lot,Disagree,Agree,60,i am often early,only to avoid hurting someone,10
female,30,179,80,1,right handed,secondary school,yes,68,87,never smoked,never,Neither Agree nor Disagree,Strongly Agree,60,i am often early,only to avoid hurting someone,10
female,28,165,57,1,right handed,secondary school,no,68,77,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am often early,only to avoid hurting someone,12
female,19,163,53,0,right handed,secondary school,yes,58,67,current smoker,social drinker,Agree,Strongly Agree,55,i am often early,sometimes,12
male,21,175,80,1,right handed,college/bachelor degree,yes,60,60,tried smoking,social drinker,Neither Agree nor Disagree,Disagree,61,i am always on time,only to avoid hurting someone,6
male,19,170,60,1,right handed,college/bachelor degree,no,54,67,current smoker,social drinker,Agree,Strongly Agree,51,i am often running late,sometimes,12
female,18,165,48,2,right handed,secondary school,no,62,77,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am often early,sometimes,9
male,18,174,64,1,right handed,secondary school,no,42,67,tried smoking,social drinker,Agree,Strongly Agree,44,i am always on time,sometimes,11
male,18,182,63,1,right handed,secondary school,no,62,40,tried smoking,social drinker,Disagree,Strongly Agree,51,i am always on time,sometimes,9
female,17,168,70,0,right handed,college/bachelor degree,yes,62,87,current smoker,drink a lot,Disagree,Strongly Agree,57,i am often running late,only to avoid hurting someone,14
male,21,168,62,1,right handed,college/bachelor degree,yes,44,47,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,60,i am always on time,sometimes,9
female,18,171,69,1,right handed,secondary school,yes,62,53,tried smoking,never,Agree,Strongly Agree,50,i am always on time,sometimes,9
male,21,187,73,4,right handed,college/bachelor degree,no,40,70,tried smoking,social drinker,Agree,Strongly Agree,63,i am often running late,sometimes,11
female,23,167,70,0,right handed,college/bachelor degree,yes,54,40,tried smoking,social drinker,Disagree,Strongly Agree,64,i am often early,sometimes,11
female,18,168,62,1,right handed,primary school,yes,24,57,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,45,i am often early,only to avoid hurting someone,8
female,20,168,76,1,right handed,secondary school,no,68,60,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am always on time,everytime it suits me,9
female,19,163,70,0,right handed,secondary school,yes,76,53,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,57,i am often running late,only to avoid hurting someone,11
female,20,170,50,1,right handed,secondary school,no,52,53,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am often running late,only to avoid hurting someone,12
female,26,168,65,3,right handed,college/bachelor degree,no,62,83,current smoker,never,Neither Agree nor Disagree,Strongly Agree,37,i am always on time,only to avoid hurting someone,12
female,21,175,70,1,right handed,college/bachelor degree,no,28,73,never smoked,never,Agree,Strongly Agree,53,i am often early,sometimes,12
male,19,185,83,2,right handed,secondary school,no,46,77,current smoker,social drinker,Agree,Strongly Agree,50,i am often early,sometimes,12
male,23,178,,1,right handed,secondary school,no,28,53,current smoker,drink a lot,Strongly Disagree,Agree,55,i am often early,everytime it suits me,12
female,21,171,60,2,right handed,secondary school,no,56,67,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,55,i am often running late,never,11
female,22,172,60,1,right handed,college/bachelor degree,no,38,83,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,63,i am often running late,only to avoid hurting someone,12
male,18,188,77,2,right handed,secondary school,yes,38,53,current smoker,drink a lot,Agree,Strongly Agree,51,i am always on time,sometimes,12
female,21,162,51,1,right handed,secondary school,no,46,40,tried smoking,social drinker,Agree,Strongly Agree,50,i am always on time,never,9
male,23,174,60,1,right handed,secondary school,no,40,47,,,#N/A,Strongly Agree,44,i am always on time,everytime it suits me,11
female,17,167,70,0,right handed,college/bachelor degree,yes,40,90,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,58,i am often running late,only to avoid hurting someone,11
female,20,163,52,1,right handed,secondary school,no,38,60,former smoker,drink a lot,Neither Agree nor Disagree,Agree,50,i am often running late,only to avoid hurting someone,11
female,22,170,55,1,right handed,secondary school,no,66,67,tried smoking,social drinker,Neither Agree nor Disagree,Agree,49,i am often early,only to avoid hurting someone,10
female,20,173,,1,right handed,secondary school,no,56,70,never smoked,never,Agree,Strongly Agree,41,i am often early,never,12
female,19,168,60,2,right handed,college/bachelor degree,no,62,70,former smoker,social drinker,Disagree,Strongly Agree,65,i am often running late,sometimes,11
female,25,164,63,0,right handed,masters degree,yes,70,60,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,51,i am often early,sometimes,13
male,29,183,111,1,left handed,secondary school,no,32,57,never smoked,never,Disagree,Agree,54,i am often early,sometimes,11
male,29,173,81,2,right handed,secondary school,no,38,47,former smoker,drink a lot,Agree,Strongly Agree,55,i am often early,only to avoid hurting someone,12
female,17,173,54,1,right handed,primary school,no,40,50,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,38,i am always on time,sometimes,11
female,17,171,57,1,right handed,secondary school,no,48,67,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,59,i am often running late,only to avoid hurting someone,9
male,19,185,75,2,left handed,secondary school,no,42,63,former smoker,social drinker,Disagree,Agree,44,i am always on time,sometimes,9
female,18,170,75,2,right handed,secondary school,no,42,67,former smoker,social drinker,Agree,Agree,60,i am often running late,never,12
female,20,174,60,3,right handed,college/bachelor degree,no,24,77,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am always on time,sometimes,12
female,21,161,48,0,right handed,college/bachelor degree,yes,66,60,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,63,i am often running late,sometimes,10
female,18,175,58,1,right handed,secondary school,no,82,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,47,i am often early,sometimes,7
female,19,180,70,1,right handed,primary school,no,42,57,tried smoking,social drinker,Neither Agree nor Disagree,Agree,58,i am often early,sometimes,8
male,19,176,66,0,right handed,secondary school,yes,36,40,current smoker,drink a lot,Strongly Disagree,Strongly Agree,47,i am always on time,only to avoid hurting someone,11
male,20,175,65,2,right handed,secondary school,no,44,57,current smoker,drink a lot,Strongly Disagree,Strongly Agree,45,i am often early,sometimes,10
male,19,175,80,1,left handed,secondary school,yes,62,33,tried smoking,never,Strongly Disagree,Strongly Agree,48,i am always on time,sometimes,13
female,18,180,75,1,right handed,primary school,no,60,33,never smoked,social drinker,Strongly Disagree,Strongly Agree,50,i am often running late,sometimes,11
male,18,192,90,1,right handed,secondary school,no,48,47,former smoker,social drinker,Strongly Agree,Strongly Agree,63,i am often early,only to avoid hurting someone,11
female,16,160,49,1,right handed,primary school,no,48,57,former smoker,never,Neither Agree nor Disagree,Strongly Agree,50,i am always on time,sometimes,12
female,18,163,57,1,right handed,college/bachelor degree,no,34,63,tried smoking,social drinker,Disagree,Strongly Agree,53,i am always on time,sometimes,11
female,19,170,63,0,right handed,secondary school,yes,50,50,tried smoking,social drinker,Agree,Strongly Agree,47,i am always on time,sometimes,13
female,24,166,55,2,right handed,college/bachelor degree,no,60,80,never smoked,social drinker,Agree,Agree,61,i am always on time,sometimes,7
female,19,168,56,3,right handed,secondary school,no,38,67,never smoked,social drinker,Disagree,Strongly Agree,54,i am often running late,sometimes,11
female,,165,67,1,right handed,masters degree,no,74,90,never smoked,never,Agree,Disagree,28,i am often early,never,12
female,20,166,60,1,right handed,college/bachelor degree,no,48,73,tried smoking,social drinker,Agree,Agree,66,i am often running late,everytime it suits me,11
female,21,180,61,0,right handed,college/bachelor degree,yes,66,53,former smoker,drink a lot,Disagree,Strongly Agree,48,i am often running late,sometimes,8
male,23,187,85,2,right handed,college/bachelor degree,no,42,70,current smoker,drink a lot,Disagree,Strongly Agree,42,i am always on time,sometimes,14
male,23,165,60,0,right handed,college/bachelor degree,yes,26,77,tried smoking,drink a lot,Agree,Strongly Agree,62,i am always on time,sometimes,14
male,17,182,84,1,right handed,secondary school,no,44,70,tried smoking,social drinker,Agree,Agree,49,i am always on time,sometimes,10
female,18,173,65,3,right handed,secondary school,no,20,73,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am always on time,sometimes,10
male,26,183,90,5,right handed,masters degree,no,42,77,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,56,i am often running late,only to avoid hurting someone,13
male,22,186,65,0,right handed,college/bachelor degree,yes,24,40,tried smoking,drink a lot,Strongly Agree,Disagree,47,i am often running late,sometimes,9
male,22,170,60,2,right handed,secondary school,no,40,77,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am often early,only to avoid hurting someone,8
male,25,165,75,2,left handed,college/bachelor degree,no,46,63,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am often running late,,10
female,21,177,73,1,right handed,secondary school,no,82,40,never smoked,drink a lot,Neither Agree nor Disagree,Strongly Agree,49,i am always on time,sometimes,11
female,18,170,75,2,right handed,secondary school,no,40,67,former smoker,social drinker,Agree,Strongly Agree,65,i am always on time,never,12
female,15,160,51,2,right handed,currently a primary school pupil,no,46,77,never smoked,never,Neither Agree nor Disagree,Strongly Agree,61,i am often running late,sometimes,11
male,17,175,64,0,right handed,secondary school,yes,46,53,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,45,i am often early,everytime it suits me,9
female,22,175,86,6,left handed,college/bachelor degree,no,22,80,never smoked,social drinker,Agree,Strongly Agree,61,i am always on time,everytime it suits me,11
female,21,168,49,1,right handed,secondary school,no,30,57,tried smoking,social drinker,Disagree,Strongly Agree,60,i am often early,everytime it suits me,7
female,21,162,51,3,right handed,college/bachelor degree,no,72,63,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,56,i am often early,sometimes,11
female,19,171,49,3,right handed,secondary school,no,50,50,tried smoking,social drinker,Disagree,Strongly Agree,50,i am often running late,sometimes,9
male,26,186,98,1,right handed,college/bachelor degree,yes,32,47,former smoker,drink a lot,Neither Agree nor Disagree,Agree,50,i am often running late,never,14
female,26,172,80,1,right handed,masters degree,no,64,50,tried smoking,social drinker,Strongly Agree,Strongly Agree,54,i am always on time,only to avoid hurting someone,10
male,25,183,84,2,right handed,secondary school,no,34,73,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,60,i am often running late,everytime it suits me,11
female,19,159,52,3,right handed,college/bachelor degree,no,60,63,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,65,i am often running late,sometimes,13
male,20,197,100,1,right handed,college/bachelor degree,no,48,40,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,36,i am often early,only to avoid hurting someone,11
male,18,192,91,0,right handed,secondary school,yes,52,83,tried smoking,social drinker,Agree,Strongly Agree,70,i am often early,sometimes,12
female,25,167,49,1,right handed,college/bachelor degree,yes,58,47,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,56,i am always on time,sometimes,12
male,23,192,86,1,right handed,secondary school,no,20,30,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,38,i am often running late,sometimes,14
male,24,190,84,1,right handed,college/bachelor degree,yes,20,63,tried smoking,social drinker,Strongly Agree,Strongly Agree,44,i am always on time,only to avoid hurting someone,13
male,20,186,78,3,left handed,college/bachelor degree,no,62,73,,never,Agree,Strongly Agree,50,i am often running late,only to avoid hurting someone,11
female,19,172,50,2,right handed,college/bachelor degree,no,72,40,never smoked,social drinker,Disagree,Strongly Agree,46,i am always on time,sometimes,10
male,18,186,76,1,right handed,secondary school,no,28,47,never smoked,social drinker,Agree,Strongly Agree,55,i am often early,sometimes,11
female,25,167,60,2,left handed,secondary school,no,76,83,current smoker,drink a lot,Agree,Strongly Agree,77,i am often running late,sometimes,13
male,22,179,78,2,left handed,masters degree,no,66,53,former smoker,never,Neither Agree nor Disagree,Strongly Disagree,50,i am often running late,everytime it suits me,10
male,26,185,92,1,right handed,masters degree,no,58,40,current smoker,social drinker,Strongly Disagree,Agree,48,i am always on time,only to avoid hurting someone,9
female,19,167,63,0,right handed,secondary school,yes,40,63,never smoked,never,Strongly Disagree,Neutral,54,i am always on time,never,9
female,16,170,54,2,right handed,college/bachelor degree,no,54,73,former smoker,social drinker,Strongly Disagree,Strongly Disagree,18,i am often early,only to avoid hurting someone,7
male,18,174,64,0,right handed,secondary school,yes,52,57,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,54,i am often running late,everytime it suits me,9
female,20,170,53,1,right handed,secondary school,no,70,60,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,44,i am often running late,sometimes,11
female,17,168,70,0,right handed,college/bachelor degree,yes,62,87,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,60,i am often running late,only to avoid hurting someone,13
female,20,171,62,0,left handed,secondary school,yes,48,60,tried smoking,social drinker,Agree,Neutral,40,i am always on time,sometimes,12
female,19,165,51,3,right handed,college/bachelor degree,no,56,57,tried smoking,social drinker,Agree,Strongly Agree,52,i am often early,only to avoid hurting someone,10
male,25,168,62,1,right handed,masters degree,no,28,93,tried smoking,social drinker,Strongly Agree,Strongly Agree,53,i am always on time,only to avoid hurting someone,14
male,19,185,65,1,right handed,secondary school,no,30,57,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,51,i am often early,sometimes,9
female,18,165,55,0,right handed,secondary school,yes,78,43,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,32,i am always on time,sometimes,12
female,17,167,48,0,right handed,secondary school,yes,46,77,never smoked,social drinker,Strongly Agree,Strongly Agree,57,i am often running late,only to avoid hurting someone,14
male,18,174,64,1,right handed,secondary school,no,50,73,tried smoking,social drinker,Agree,Strongly Agree,49,i am always on time,sometimes,11
female,20,171,63,1,right handed,secondary school,no,44,40,never smoked,social drinker,Agree,Agree,41,i am often running late,only to avoid hurting someone,10
female,17,170,55,3,right handed,secondary school,no,56,57,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,69,i am often early,sometimes,13
male,21,182,70,1,right handed,secondary school,no,40,73,tried smoking,drink a lot,Agree,Strongly Agree,58,i am always on time,only to avoid hurting someone,11
male,19,190,80,1,left handed,secondary school,no,34,63,never smoked,social drinker,Agree,Agree,53,i am often early,sometimes,12
male,19,187,80,0,left handed,college/bachelor degree,yes,34,60,tried smoking,social drinker,Agree,Agree,55,i am always on time,only to avoid hurting someone,7
male,19,193,83,0,right handed,secondary school,yes,28,70,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,58,i am always on time,only to avoid hurting someone,10
male,16,177,70,1,right handed,primary school,no,34,47,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,47,i am often early,everytime it suits me,10
female,18,158,50,2,left handed,primary school,no,46,63,tried smoking,social drinker,Agree,Strongly Agree,48,i am always on time,sometimes,11
male,19,178,80,3,right handed,college/bachelor degree,no,80,67,tried smoking,drink a lot,Agree,Strongly Agree,56,i am often early,only to avoid hurting someone,13
female,20,,,,right handed,secondary school,yes,52,30,former smoker,never,Agree,Strongly Agree,53,i am always on time,everytime it suits me,6
female,19,162,52,1,right handed,secondary school,no,48,73,tried smoking,social drinker,Agree,Strongly Agree,46,i am always on time,sometimes,10
male,21,192,93,1,right handed,masters degree,no,64,77,former smoker,social drinker,Agree,Strongly Agree,46,i am always on time,sometimes,12
male,24,185,120,2,right handed,doctorate degree,no,62,63,former smoker,never,Disagree,Disagree,54,i am always on time,only to avoid hurting someone,7
male,23,190,95,1,right handed,secondary school,no,32,47,tried smoking,social drinker,Agree,Agree,33,i am always on time,everytime it suits me,14
female,30,173,69,0,right handed,secondary school,yes,52,57,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,54,i am often running late,never,13
male,27,189,113,3,left handed,doctorate degree,no,82,60,tried smoking,social drinker,Neither Agree nor Disagree,Neutral,58,i am often early,only to avoid hurting someone,12
male,19,185,65,1,right handed,secondary school,no,32,47,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,40,i am often early,sometimes,12
